Dates	LEGATRUU Index	LBUSTRUU Index	LAPCTRJU Index	LP06TREU Index	EMUSTRUU Index	LF93TRUU Index	LEGATRUH Index	LGCPTRUH Index	LEGATREH Index	LEGATRCH Index	LGCPTRUU Index	LGCPTREH Index	LGCPTRGH Index	LGCPTRCH Index	BTSYTRUU Index	BTSYTRUH Index	BTSYTREH Index	BTSYTRCH Index	LG30TRUU Index	LG30TRUH Index	LG30TREH Index	LG30TRCH Index	LC07TRUU Index	LUATTRUU Index	LT12TRUU Index	LBUTTRUU Index	LUCRTRUU Index	LUICTRUU Index	LUGCTRUU Index	LF97TRUU Index	LUMSTRUU Index	LF98TRUU Index	LMBITR Index	LUACTRUU Index	LUTLTRUU Index	LG24TRJU Index	LG22TRUU Index	LBEATREU Index	LECPTREU Index	LP01TREU Index	LEF1TREU Index	LEATTREU Index	LC58TRGU Index	LSG1TRGU Index	EMLCTRUU Index	BLXCTREU Index	BECLTRUU Index	LB17TRUU Index	BCIW1T Index	BCIT1T Index	BEIG1T Index	BEMG0Z Index	BCEE1T Index	GB3 Govt	GB6 Govt	GB12 Govt	GT2 Govt	GT5 Govt	GT10 Govt	GT30 Govt	GTII5 Govt	GTII10 Govt	GTII20 Govt	GTII30 Govt	FDFD Index	FDTR Index	PRIME Index	BVMB1Y Index	BVMB2Y Index	BVMB5Y Index	BVMB10Y Index	BVMB30Y Index	GTGBP2Y Govt	GTGBP5Y Govt	GTGBP10Y Govt	GTGBP30Y Govt	UKBRBASE Index	UKAPTARG Index	GTDEM2Y Govt	GTDEM5Y Govt	GTDEM10Y Govt	GTDEM30Y Govt	EURR002W Index	EBBSLONG Index	GTJPY2Y Govt	GTJPY5Y Govt	GTJPY10Y Govt	GTJPY20Y Govt	GTJPY30Y Govt	BOJDTR Index	BJACTOTL Index	GTAUD2Y Govt	GTAUD5Y Govt	GTAUD10Y Govt	GTAUD15Y Govt	RBATCTR Index
01/05/2023	458,2306	2101,74	172,7707	207,473	1096,38	211,3441	539,2903	268,4547	205,0954	159,9748	257,9183	224,1015	280,0734	179,8411	549,5646	644,8937	197,8485	264,1914	1382,466	513,895	393,0499	317,7161	564,2154	2245,16	284,41	337,9544	3013,39	2883,43	2439,09	2203,8	2070,55	2284,19	1273,674	3058,98	3385,54	136,7993	251,562	226,4886	233,2819	402,4954	132,1234	230,6493	235,0251	226,3626	141,0284	141,2133	126,6505	402,2897	361,7621	341,14	230,8388	429,3594	213,2364	5,022	5,079	4,864	4,144	3,635	3,57	3,811	1,376	1,325	1,659	1,579	4,82	5	8	2,831	2,702	2,373	2,362	3,477	3,768	3,5992	3,7153	4,0866	4,25	875	2,675	2,3	2,31	2,411	3,5	1100,448	-0,043	0,104	0,4	1,009	1,264	-0,1	740072,6	3,05	3,0862	3,3513	3,715	3,6
02/05/2023	460,6088	2121,8	172,0241	207,9414	1100,188	212,3746	541,9607	270,2822	206,1034	160,752	259,5709	225,6211	281,974	181,051	552,0848	647,371	198,6001	265,1796	1381,13	513,4639	392,6929	317,4108	569,0183	2267,24	284,47	340,4026	3040,35	2900,45	2462,03	2217,98	2091,43	2278,37	1274,336	3087,22	3460,66	136,606	252,8852	227,1443	233,8919	402,6839	132,129	231,3276	235,8363	227,1898	140,8316	140,921	126,3271	402,3556	363,2215	343,6882	230,7777	425,7651	213,8669	5,145	4,969	4,745	3,962	3,449	3,427	3,713	1,255	1,232	1,598	1,522	4,82	5	8	2,829	2,7	2,371	2,359	3,473	3,7249	3,5453	3,6659	4,0594	4,25	875	2,61	2,24	2,256	2,377	3,5	1100,448	-0,041	0,111	0,414	1,027	1,264	-0,1	740072,6	3,2588	3,2313	3,4438	3,7925	3,85
03/05/2023	463,0093	2131,52	171,278	207,8468	1103,387	213,4678	543,127	270,8491	206,5371	161,0801	260,6083	226,0869	282,5683	181,4137	555,4	648,5185	198,9418	265,6189	1384,521	514,0577	393,1465	317,76	571,4404	2278,07	284,53	341,9575	3051	2910,64	2472,46	2226,89	2102,97	2280,3	1275,382	3097,66	3483,21	136,606	254,0459	227,1738	233,7053	402,5274	132,1423	231,4618	235,1981	226,514	141,2816	140,7452	127,1129	404,1621	363,2315	345,2746	230,1856	428,387	213,99	5,208	4,973	4,659	3,806	3,3	3,34	3,683	1,134	1,152	1,555	1,491	4,82	5,25	8	2,829	2,697	2,36	2,348	3,469	3,7546	3,5631	3,6925	4,0919	4,25	875	2,63	2,242	2,246	2,368	3,5	1100,448	-0,041	0,111	0,414	1,027	1,264	-0,1	740072,6	3,2238	3,1725	3,4088	3,7775	3,85
04/05/2023	463,3134	2127,65	170,8134	208,6896	1102,398	213,5742	543,2291	270,3665	206,5626	161,0901	259,9253	225,6653	282,0606	181,069	556,6183	649,0569	199,0949	265,8054	1379,512	512,6095	391,9943	316,8292	570,4186	2276,46	284,61	341,6091	3039,86	2907,11	2467,86	2227,6	2098,98	2270,36	1278,224	3084,63	3454,55	136,606	253,9224	227,8521	234,3493	402,773	132,1556	232,1372	235,4879	226,8186	141,7199	139,7204	127,3631	401,2825	363,0524	344,878	230,4907	429,3658	214,6418	5,216	4,994	4,639	3,792	3,33	3,381	3,733	1,184	1,193	1,585	1,523	5,07	5,25	8,25	2,813	2,677	2,327	2,305	3,443	3,6612	3,474	3,6495	4,0657	4,25	875	2,463	2,117	2,188	2,363	3,75	1100,448	-0,041	0,111	0,414	1,027	1,264	-0,1	740072,6	3,0963	3,035	3,3038	3,6925	3,85
05/05/2023	462,0432	2121,07	171,7276	207,7774	1100,649	213,0347	541,768	269,6313	205,9922	160,6346	259,3734	225,0359	281,2942	180,5466	554,606	647,1995	198,5107	265,0098	1382,053	513,4742	392,6353	317,3023	568,8712	2267,61	284,59	340,9633	3032,19	2898,96	2459,66	2220,05	2093,89	2277,97	1278,434	3077,51	3439,12	136,606	253,3854	226,7728	233,568	403,0143	132,1733	230,8267	233,8818	225,0897	142,0908	139,747	127,8055	403,1126	361,7826	344,3297	229,9529	433,3638	213,4214	5,22	5,066	4,748	3,916	3,412	3,44	3,754	1,215	1,224	1,593	1,529	5,07	5,25	8,25	2,816	2,68	2,332	2,311	3,445	3,7751	3,5868	3,7768	4,1775	4,25	875	2,563	2,228	2,289	2,461	3,75	1100,448	-0,041	0,111	0,414	1,027	1,264	-0,1	740072,6	3,0838	3,025	3,3188	3,71	3,85
08/05/2023	461,0355	2110,23	171,7909	207,502	1098,431	212,5906	540,3769	268,5354	205,4233	160,1627	258,4231	224,0771	280,1382	179,7478	553,8017	646,02	198,1107	264,4282	1381,438	513,1906	392,3456	317,0151	566,2333	2256,93	284,65	339,9408	3014,96	2889,5	2447,21	2213,38	2082,57	2276,45	1278,701	3059,08	3397,62	136,7444	252,721	226,3594	233,2705	403,228	132,207	230,3341	233,9393	225,1394	142,1152	139,5714	128,0567	401,6868	361,0879	343,1516	229,9537	434,0615	212,9394	5,214	5,052	4,81	4,003	3,492	3,51	3,824	1,256	1,271	1,642	1,581	5,07	5,25	8,25	2,817	2,682	2,333	2,314	3,447	3,7751	3,5868	3,7768	4,1775	4,25	875	2,606	2,265	2,317	2,486	3,75	1100,448	-0,039	0,118	0,413	1,027	1,269	-0,1	740072,6	3,1863	3,125	3,3988	3,77	3,85
09/05/2023	459,7722	2107,84	171,6463	207,3231	1097,689	211,9971	539,8685	268,3302	205,209	159,9899	257,8493	223,8764	279,9145	179,584	552,0629	645,2996	197,8707	264,0974	1379,075	512,8164	392,0111	316,738	565,6303	2254,47	284,67	339,3945	3012,29	2887,9	2444,77	2212,18	2079,39	2273,75	1278,871	3056,56	3386,4	136,5973	252,016	226,101	233,1292	403,3083	132,2307	229,9574	232,9213	224,0593	141,7702	139,6718	127,5158	400,7012	360,4938	342,5673	230,027	430,658	212,587	5,214	5,142	4,842	4,024	3,496	3,521	3,839	1,27	1,286	1,661	1,601	5,07	5,25	8,25	2,817	2,682	2,333	2,314	3,447	3,8489	3,6641	3,8513	4,2316	4,25	875	2,625	2,288	2,347	2,528	3,75	1100,448	-0,038	0,124	0,419	1,039	1,269	-0,1	740072,6	3,2213	3,1575	3,4475	3,82	3,85
10/05/2023	461,9906	2120,61	171,3999	207,9215	1100,938	212,9913	541,9125	269,56	205,9803	160,5781	259,1499	224,8994	281,1863	180,3897	554,6776	647,3774	198,5013	264,918	1382,432	513,9308	392,8503	317,3944	568,8163	2266,82	284,77	340,3605	3030,19	2901,51	2458,54	2222,23	2094,52	2279,91	1279,215	3075,26	3418,63	136,7239	253,2052	226,8109	233,5719	403,4837	132,2406	230,8372	233,6438	224,8264	141,9561	139,4486	127,7183	402,977	362,3002	343,5853	231,1433	433,1369	213,4063	5,221	5,091	4,712	3,912	3,385	3,444	3,799	1,247	1,256	1,64	1,582	5,07	5,25	8,25	2,815	2,68	2,332	2,312	3,443	3,8126	3,6209	3,796	4,1868	4,25	875	2,567	2,224	2,286	2,472	3,75	1100,448	-0,042	0,118	0,414	1,029	1,264	-0,1	739914	3,2613	3,18	3,4525	3,8275	3,85
11/05/2023	462,3752	2126,22	171,4997	208,6537	1103,978	213,1481	543,5293	270,3859	206,5859	161,037	259,4753	225,5738	282,0283	180,9149	555,2385	649,5076	199,1472	265,758	1382,766	514,5837	393,3136	317,7441	570,236	2273,02	284,82	341,0172	3040,21	2905,75	2465,77	2224,99	2098,64	2280,21	1279,441	3085,75	3450,43	137,0967	253,3516	227,6639	234,1196	403,8052	132,2553	231,867	234,9176	226,132	141,7205	139,5194	127,3816	403,5041	363,555	344,3198	231,6881	430,1829	214,3837	5,161	5,093	4,736	3,9	3,357	3,387	3,742	1,24	1,216	1,581	1,53	5,07	5,25	8,25	2,815	2,68	2,333	2,313	3,442	3,7175	3,5301	3,7059	4,1397	4,5	875	2,528	2,167	2,223	2,408	3,75	1100,448	-0,05	0,105	0,392	0,995	1,225	-0,1	739914	3,2	3,1163	3,3888	3,7725	3,85
12/05/2023	459,9093	2116,27	171,8602	208,1106	1101,544	212,0457	542,055	269,4889	206,0027	160,5758	258,1951	224,7929	281,0727	180,2838	552,1426	648,1039	198,6978	265,1456	1379,57	513,9046	392,7458	317,2738	567,7819	2263,93	284,84	339,9014	3026,96	2896,61	2455,63	2218,1	2085,48	2276,77	1279,065	3071,93	3424,13	137,0687	252,0473	227,0872	233,7623	404,0013	132,2791	231,1657	233,7468	224,8137	141,5279	139,9358	127,2451	402,3806	361,8249	343,3107	230,5912	432,7835	213,7309	5,172	5,108	4,764	3,99	3,447	3,466	3,791	1,335	1,281	1,599	1,545	5,07	5,25	8,25	2,825	2,691	2,344	2,319	3,446	3,7884	3,5948	3,7752	4,2135	4,5	875	2,584	2,218	2,274	2,459	3,75	1100,448	-0,055	0,101	0,384	1,004	1,239	-0,1	739914	3,1688	3,0613	3,3238	3,7075	3,85
15/05/2023	458,7993	2111,23	172,1987	207,7847	1096,887	211,5678	541,0335	268,7427	205,5687	160,2107	257,5345	224,1175	280,2772	179,7144	550,5027	646,919	198,2903	264,5571	1376,422	512,6977	391,7337	316,4064	566,4593	2259,07	284,92	339,4276	3016,27	2893,95	2449,07	2216,78	2081,77	2276,61	1278,78	3060,29	3392,88	136,8136	251,6285	226,6675	233,4056	404,3305	132,3298	230,6887	232,9437	223,9181	141,7279	140,5116	127,8304	402,5412	360,5139	342,6784	230,0979	437,5205	213,2644	5,133	5,149	4,765	4,013	3,47	3,505	3,844	1,339	1,304	1,641	1,591	5,07	5,25	8,25	2,845	2,711	2,36	2,329	3,453	3,8152	3,6233	3,8138	4,2475	4,5	875	2,591	2,243	2,306	2,508	3,75	1100,448	-0,054	0,109	0,401	1,022	1,257	-0,1	739914	3,2588	3,155	3,4263	3,7975	3,85
16/05/2023	457,7824	2106,31	172,3508	207,2664	1094,728	211,1068	540,138	267,9266	205,2096	159,9223	256,7508	223,4112	279,4105	179,1396	549,3338	646,1075	198,0248	264,1883	1373,261	511,5332	390,8041	315,6387	565,1314	2254,07	284,92	338,6858	3006,26	2887,29	2442,6	2212,37	2078,54	2269	1277,269	3049,54	3380,2	136,9303	251,0564	226,0363	232,7108	404,387	132,3348	229,986	232,9528	223,9154	141,6191	141,0925	127,8618	400,5374	359,2365	341,9274	229,3824	437,6012	212,61	5,165	5,218	4,896	4,085	3,527	3,538	3,855	1,406	1,336	1,649	1,596	5,07	5,25	8,25	2,88	2,744	2,387	2,35	3,468	3,8	3,6214	3,8124	4,2536	4,5	875	2,641	2,303	2,351	2,547	3,75	1100,448	-0,056	0,112	0,392	1,007	1,241	-0,1	739914	3,2638	3,145	3,4075	3,7825	3,85
17/05/2023	456,4099	2102,59	172,8153	207,3234	1092,559	210,4792	539,9026	267,5024	205,0993	159,8279	256,02	223,022	278,9481	178,8211	547,5496	646,1703	198,0277	264,1766	1371,322	511,2245	390,5156	315,3914	564,1685	2248,66	284,93	338,4744	3001,06	2882,12	2437,42	2207,61	2076,88	2269,02	1273,853	3044,49	3371,69	137,3972	250,3141	226,0966	232,3448	404,4152	132,3518	230,2327	232,6917	223,6876	140,8764	142,8379	127,0881	400,9814	359,2704	341,7241	229,5888	433,9248	212,8401	5,228	5,254	4,902	4,157	3,586	3,567	3,856	1,434	1,349	1,647	1,592	5,07	5,25	8,25	2,951	2,823	2,469	2,394	3,499	3,8556	3,6816	3,8338	4,2658	4,5	875	2,692	2,324	2,334	2,509	3,75	1100,448	-0,062	0,096	0,364	0,969	1,208	-0,1	739914	3,3013	3,1675	3,4275	3,7975	3,85
18/05/2023	453,1027	2092,61	173,0498	205,8176	1089,501	209,0047	537,5538	266,5145	204,1632	159,0902	254,7054	222,1454	277,8763	178,1044	542,9487	643,2389	197,0885	262,9119	1368,905	510,8035	390,1341	315,054	561,6902	2238,3	284,9	337,1788	2989,08	2872,66	2426,86	2199,75	2064,59	2266,57	1268,125	3032,36	3344,3	137,1699	248,5997	224,5479	231,5844	404,8518	132,3716	228,3154	230,2408	220,9821	140,2976	143,5704	126,5596	400,1656	356,8572	340,4142	228,3939	432,7402	211,0807	5,235	5,327	4,998	4,255	3,685	3,649	3,905	1,514	1,414	1,682	1,624	5,07	5,25	8,25	3,055	2,931	2,565	2,474	3,57	3,9403	3,7885	3,9545	4,3782	4,5	875	2,747	2,412	2,444	2,629	3,75	1100,448	-0,06	0,103	0,377	0,972	1,214	-0,1	739914	3,3963	3,235	3,4863	3,85	3,85
19/05/2023	452,9825	2087,18	172,9667	206,0674	1089,115	208,959	537,0255	266,2926	203,9483	158,9182	254,6084	221,9486	277,6487	177,9444	542,931	642,6557	196,8956	262,6457	1370,762	511,33	390,5308	315,3621	560,4136	2232,13	284,93	336,3326	2983,45	2869,43	2421,09	2196,32	2057,99	2267,13	1264,033	3026,76	3322,33	136,9986	248,5401	225,0025	231,9603	405,5008	132,3967	228,8466	229,5843	220,2501	140,3489	144,0104	126,4452	399,5987	356,0335	339,6124	229,1069	431,839	211,5779	5,242	5,319	5,012	4,268	3,733	3,675	3,929	1,547	1,433	1,698	1,642	5,07	5,25	8,25	3,103	2,984	2,632	2,54	3,617	3,9379	3,8105	3,9917	4,4098	4,5	875	2,744	2,401	2,425	2,6	3,75	1100,448	-0,062	0,102	0,392	0,985	1,232	-0,1	739914	3,4963	3,3425	3,5925	3,9425	3,85
22/05/2023	452,8474	2086,2	173,179	205,6941	1087,549	208,9172	536,9057	266,2431	203,865	158,8283	254,5945	221,8685	277,5677	177,8549	542,7212	642,5034	196,8118	262,4913	1372,232	511,808	390,8358	315,5552	560,1882	2230,01	284,99	336,012	2983,08	2870,16	2419,61	2195,91	2057,75	2272,07	1262,632	3026,82	3312,13	137,2227	248,4211	224,664	231,7915	405,8476	132,4277	228,4366	229,0751	219,7048	140,472	144,2328	126,5696	401,354	355,458	339,188	228,7609	433,4328	211,1719	5,245	5,309	5,064	4,319	3,763	3,718	3,967	1,579	1,476	1,732	1,674	5,07	5,25	8,25	3,116	2,998	2,654	2,566	3,637	4,0383	3,8973	4,0604	4,4488	4,5	875	2,801	2,445	2,457	2,63	3,75	1100,448	-0,062	0,099	0,387	0,972	1,22	-0,1	743124,9	3,4788	3,3325	3,5875	3,935	3,85
23/05/2023	452,3192	2087,94	172,8348	205,3832	1087,637	208,6777	536,6785	266,3539	203,7582	158,7375	254,5893	221,9401	277,6792	177,903	541,8504	641,9718	196,6278	262,2343	1370,843	511,4666	390,5335	315,2969	560,5686	2231,92	285,03	337,0776	2986,63	2872,57	2421,99	2197,4	2058,61	2268,63	1257,341	3030,83	3318,57	137,0776	248,1207	224,5394	231,8031	405,7744	132,4638	228,2787	227,051	217,5101	140,1732	144,1138	126,238	400,6261	355,2091	340,2982	229,171	432,8283	211,0251	5,265	5,348	5,072	4,321	3,744	3,695	3,948	1,524	1,422	1,684	1,63	5,07	5,25	8,25	3,17	3,058	2,728	2,647	3,71	4,1205	3,9845	4,1553	4,5296	4,5	875	2,806	2,449	2,466	2,638	3,75	1100,448	-0,062	0,099	0,396	0,986	1,23	-0,1	743124,9	3,5463	3,4025	3,6525	4	3,85
24/05/2023	451,2457	2082,93	172,938	205,3279	1086,684	208,1832	536,1108	265,8574	203,5193	158,5349	253,8866	221,4938	277,1198	177,5235	540,5571	641,5099	196,4662	261,9927	1366,268	509,9522	389,3121	314,2827	559,2511	2226,93	285,03	335,9723	2979,11	2867,08	2416,33	2193,41	2053,21	2258,5	1257,156	3022,83	3304,86	136,9475	247,5904	224,7044	231,7856	404,7855	132,4804	228,5087	226,5928	217,2198	140,2394	143,2154	126,3088	398,1843	355,6229	339,1652	230,429	433,4832	211,2389	5,34	5,393	5,127	4,378	3,82	3,745	3,987	1,635	1,492	1,732	1,676	5,07	5,25	8,25	3,168	3,061	2,741	2,656	3,709	4,3523	4,1272	4,2093	4,5394	4,5	875	2,838	2,468	2,47	2,623	3,75	1100,448	-0,071	0,106	0,407	1,007	1,247	-0,1	743124,9	3,5038	3,3725	3,6475	3,9975	3,85
25/05/2023	448,8317	2073,93	172,8271	204,6471	1084,483	207,0913	534,4303	265,115	202,8387	158,0065	252,9109	220,8257	276,3081	176,993	537,2844	639,4865	195,8066	261,1146	1364,334	509,547	388,9471	313,9854	557,0228	2216,98	285,03	334,3678	2969,97	2856,81	2406,94	2184,17	2041,98	2257,02	1256,334	3013,85	3291,92	136,6952	246,3372	224,2591	231,4497	404,4707	132,483	228,0413	223,8406	214,2971	139,4545	143,2599	125,5156	398,626	353,2274	337,6256	230,1361	430,8089	210,827	5,304	5,419	5,244	4,534	3,914	3,82	3,996	1,778	1,571	1,741	1,671	5,07	5,25	8,25	3,173	3,07	2,762	2,683	3,712	4,5293	4,3141	4,3686	4,6447	4,5	875	2,892	2,527	2,521	2,661	3,75	1100,448	-0,066	0,11	0,421	1,029	1,273	-0,1	743124,9	3,5838	3,44	3,7013	4,0425	3,85
26/05/2023	448,0348	2073,27	173,3993	204,1891	1084,437	206,7432	533,993	265,1043	202,6459	157,8473	252,7461	220,79	276,2886	176,9524	535,9674	638,8438	195,5837	260,8029	1364,758	509,9029	389,1878	314,1565	556,8735	2215,69	285,1	334,1839	2971,65	2856,02	2406,65	2182,41	2040,37	2258,99	1256,338	3016,23	3297,31	136,8009	245,9794	223,5598	231,0005	404,5424	132,5037	227,1636	223,9156	214,3083	139,5703	143,4181	125,6442	400,0215	352,8957	337,5779	229,4188	431,7541	210,0118	5,263	5,389	5,241	4,563	3,929	3,8	3,962	1,781	1,554	1,717	1,641	5,07	5,25	8,25	3,172	3,07	2,763	2,686	3,715	4,4756	4,2665	4,3303	4,6382	4,5	875	2,932	2,555	2,537	2,67	3,75	1100,448	-0,07	0,104	0,414	1,011	1,249	-0,1	743124,9	3,5975	3,4675	3,73	4,0475	3,85
29/05/2023	448,7824	2073,27	173,1029	205,3408	1084,437	207,0724	534,827	265,3531	202,9344	158,0475	253,0513	220,9629	276,5438	177,0682	537,1523	640,1017	195,9439	261,2402	1365,131	510,0146	389,203	314,1239	556,8735	2215,69	285,1	334,1839	2971,65	2856,02	2406,65	2182,41	2040,37	2258,99	1256,338	3016,23	3297,31	136,7279	246,414	225,0622	231,876	404,9756	132,4831	229,0373	223,9722	214,3568	139,3718	143,4541	125,6688	400,0215	353,5914	337,5779	231,5084	433,4078	211,731	5,263	5,389	5,241	4,563	3,929	3,8	3,962	1,781	1,554	1,717	1,641	5,07	5,25	8,25	3,172	3,07	2,763	2,686	3,715	4,4756	4,2665	4,3303	4,6382	4,5	875	2,871	2,457	2,432	2,565	3,75	1100,448	-0,066	0,096	0,434	1,028	1,254	-0,1	743124,9	3,5863	3,455	3,7	4,0125	3,85
30/05/2023	451,6693	2091,41	172,7262	206,5921	1091,298	208,3659	537,8612	267,2224	204,115	158,9421	254,9883	222,564	278,5433	178,3183	540,286	643,0899	196,8798	262,4509	1371,618	512,2319	390,9349	315,4773	561,4721	2232,5	285,23	336,0514	2996,94	2874,61	2425,68	2195,45	2063,14	2267,47	1259,58	3042,56	3347,65	136,7663	248,0864	226,3309	232,9495	405,6836	132,5629	230,473	225,573	216,0745	139,2154	143,9299	125,5068	403,3376	355,6796	339,3343	231,9903	430,9156	213,0664	5,265	5,419	5,216	4,451	3,808	3,688	3,893	1,693	1,473	1,689	1,612	5,07	5,25	8,25	3,166	3,059	2,742	2,659	3,688	4,422	4,2044	4,243	4,5792	4,5	875	2,772	2,354	2,339	2,496	3,75	1100,448	-0,062	0,097	0,428	1,015	1,245	-0,1	743124,9	3,5875	3,45	3,68	3,9975	3,85
31/05/2023	452,3312	2099,09	172,6055	207,6872	1092,604	208,6323	539,577	267,9692	204,7757	159,444	255,3154	223,1856	279,3273	178,7977	540,989	645,0888	197,5021	263,2615	1369,465	511,9978	390,719	315,2845	563,3009	2239,92	285,29	336,3449	3005	2879,27	2433,05	2199,59	2074,32	2265,69	1262,891	3050,83	3376,22	136,8189	248,4642	227,2967	233,6657	405,9648	132,5753	231,6075	227,1623	217,7913	139,0364	143,6615	125,2041	403,8477	356,8506	339,6139	232,6804	427,2825	214,1197	5,403	5,44	5,177	4,405	3,756	3,646	3,862	1,693	1,481	1,713	1,636	5,07	5,25	8,25	3,14	3,032	2,711	2,624	3,644	4,3218	4,0928	4,1787	4,511	4,5	875	2,707	2,275	2,28	2,458	3,75	1100,448	-0,056	0,089	0,43	1,016	1,256	-0,1	745551,8	3,55	3,3825	3,605	3,94	3,85
01/06/2023	454,3344	2103,76	172,2208	208,126	1093,949	209,5576	540,4484	268,5614	205,0959	159,6836	256,4555	223,6681	279,9438	179,1732	543,7312	646,0384	197,782	263,6188	1374,083	513,0325	391,4989	315,8936	564,5299	2244,81	285,36	336,9104	3013,09	2885,49	2438,84	2203,89	2078,16	2272,7	1266,639	3059,4	3388,16	136,8667	249,5164	227,5773	233,839	406,3607	132,5872	231,9373	228,0977	218,8018	139,2767	144,0363	125,8241	405,5468	357,2008	340,1778	232,2488	431,7703	214,4498	5,365	5,411	5,138	4,343	3,698	3,598	3,815	1,616	1,432	1,67	1,596	5,07	5,25	8,25	3,079	2,977	2,666	2,579	3,599	4,2778	4,0431	4,112	4,4551	4,5	875	2,7	2,241	2,246	2,453	3,75	1100,448	-0,062	0,077	0,418	1,015	1,263	-0,1	745551,8	3,5838	3,3875	3,615	3,9475	3,85
02/06/2023	453,1773	2093,12	173,2744	207,7477	1094,412	209,0944	538,9703	267,7485	204,5256	159,2313	255,6557	222,9811	279,0942	178,6139	542,3213	644,5495	197,3168	262,9845	1380,151	515,3866	393,2592	317,2971	562,1548	2231,9	285,36	335,1895	3001,83	2875,71	2426,88	2194,46	2066,77	2284,96	1267,604	3048,15	3355,96	136,8674	248,9658	227,1616	233,3176	406,9784	132,5916	231,583	227,7988	218,48	140,2263	144,8495	126,6717	405,8259	356,4442	338,5005	232,4498	436,543	214,1193	5,371	5,462	5,236	4,501	3,845	3,695	3,889	1,712	1,512	1,746	1,667	5,07	5,25	8,25	3,063	2,961	2,652	2,572	3,592	4,3478	4,0948	4,1516	4,4751	4,5	875	2,796	2,335	2,311	2,486	3,75	1100,657	-0,072	0,07	0,408	1,019	1,265	-0,1	745551,8	3,6463	3,4275	3,6425	3,97	3,85
05/06/2023	452,1554	2093,29	172,7312	206,8536	1096,832	208,6653	538,3681	267,5307	204,2594	158,9979	255,3044	222,758	278,8396	178,4058	540,8783	643,5995	196,9902	262,5059	1383,116	516,6895	394,1759	317,9779	562,293	2232,47	285,5	335,8652	3001,05	2876,16	2427,01	2195,4	2066,98	2285,82	1268,219	3047,37	3352,53	136,708	248,3674	226,3084	232,7631	407,416	132,6531	230,4968	226,853	217,4678	139,9035	145,3566	126,9115	405,5306	356,8097	339,0584	231,9477	438,9525	213,0856	5,295	5,42	5,171	4,468	3,819	3,685	3,887	1,672	1,489	1,731	1,656	5,07	5,25	8,25	3,065	2,962	2,653	2,574	3,59	4,432	4,1613	4,2033	4,5058	4,5	875	2,875	2,4	2,377	2,541	3,75	1100,657	-0,067	0,085	0,427	1,034	1,27	-0,1	745551,8	3,7588	3,5675	3,7825	4,1	3,85
06/06/2023	452,2325	2095,61	172,9531	206,9093	1098,255	208,7088	538,72	267,727	204,3778	159,0797	255,3865	222,9046	279,0372	178,5117	540,7315	643,8319	197,0471	262,5651	1384,559	517,4147	394,7048	318,3847	562,8863	2233,79	285,56	336,0904	3003,55	2875,45	2428,65	2194,67	2071,8	2286,85	1269,154	3050,19	3367,71	136,8233	248,4182	226,2708	232,8994	408,0089	132,6737	230,325	227,17	217,8401	139,9486	146,2717	126,9107	406,334	357,6487	339,3501	231,1852	440,1541	212,9241	5,268	5,424	5,184	4,481	3,809	3,662	3,845	1,671	1,469	1,692	1,615	5,07	5,25	8,25	3,047	2,946	2,643	2,569	3,585	4,4665	4,178	4,2035	4,4692	4,5	875	2,835	2,38	2,37	2,552	3,75	1100,657	-0,067	0,08	0,42	1,019	1,256	-0,1	745551,8	3,834	3,6169	3,8031	4,1103	4,1
07/06/2023	451,1545	2084,97	172,995	206,4163	1096,848	208,2362	537,0939	266,4691	203,7524	158,5841	254,3596	221,8497	277,7328	177,6576	539,8446	642,2868	196,5655	261,9085	1385,809	517,7013	394,8967	318,5207	560,3262	2222,51	285,6	334,5888	2985,38	2865,22	2415,52	2187,9	2062,75	2285,64	1268,597	3030,83	3320,95	136,9487	247,7058	225,5744	232,433	408,6272	132,7026	229,4947	226,7509	217,3949	140,045	146,5816	127,1003	405,2599	356,7349	337,7742	230,6819	439,4008	212,1522	5,288	5,412	5,161	4,557	3,941	3,798	3,949	1,786	1,586	1,781	1,698	5,07	5,25	8,25	3,052	2,953	2,653	2,581	3,596	4,56	4,2502	4,2483	4,4976	4,5	875	2,922	2,471	2,453	2,601	3,75	1100,657	-0,064	0,085	0,421	1,015	1,255	-0,1	745551,8	3,8833	3,6619	3,8273	4,1056	4,1
08/06/2023	453,0117	2094,3	172,2661	206,6078	1097,964	209,0768	538,1241	267,3637	204,1365	158,8745	255,6406	222,5864	278,6645	178,2374	542,0287	643,0642	196,7974	262,2037	1388,346	518,0626	395,1377	318,6937	562,5957	2232,29	285,66	336,039	2999,12	2873,7	2426,26	2194,25	2072,25	2288,51	1268,776	3045,25	3355,79	136,7761	248,725	225,8884	232,7803	408,8128	132,7192	229,8331	226,4915	217,0506	139,9846	146,7003	127,1959	407,382	357,1063	339,2931	230,8184	439,6691	212,4913	5,238	5,372	5,142	4,518	3,859	3,72	3,89	1,724	1,52	1,72	1,646	5,07	5,25	8,25	3,051	2,952	2,654	2,584	3,596	4,4868	4,2043	4,2293	4,4835	4,5	875	2,888	2,417	2,4	2,559	3,75	1100,657	-0,063	0,082	0,431	1,023	1,266	-0,1	745551,8	4,0463	3,8445	4,0104	4,2683	4,1
