Dates	LEGATRUU Index	LBUSTRUU Index	LAPCTRJU Index	LP06TREU Index	EMUSTRUU Index	LF93TRUU Index	LEGATRUH Index	LGCPTRUH Index	LEGATREH Index	LEGATRCH Index	LGCPTRUU Index	LGCPTREH Index	LGCPTRGH Index	LGCPTRCH Index	BTSYTRUU Index	BTSYTRUH Index	BTSYTREH Index	BTSYTRCH Index	LG30TRUU Index	LG30TRUH Index	LG30TREH Index	LG30TRCH Index	LC07TRUU Index	LUATTRUU Index	LT12TRUU Index	LBUTTRUU Index	LUCRTRUU Index	LUICTRUU Index	LUGCTRUU Index	LF97TRUU Index	LUMSTRUU Index	LF98TRUU Index	LMBITR Index	LUACTRUU Index	LUTLTRUU Index	LG24TRJU Index	LG22TRUU Index	LBEATREU Index	LECPTREU Index	LP01TREU Index	LEF1TREU Index	LEATTREU Index	LC58TRGU Index	LSG1TRGU Index	EMLCTRUU Index	BLXCTREU Index	BECLTRUU Index	LB17TRUU Index	BCIW1T Index	BCIT1T Index	BEIG1T Index	BEMG0Z Index	BCEE1T Index	GB3 Govt	GB6 Govt	GB12 Govt	GT2 Govt	GT5 Govt	GT10 Govt	GT30 Govt	GTII5 Govt	GTII10 Govt	GTII20 Govt	GTII30 Govt	FDFD Index	FDTR Index	PRIME Index	BVMB1Y Index	BVMB2Y Index	BVMB5Y Index	BVMB10Y Index	BVMB30Y Index	GTGBP2Y Govt	GTGBP5Y Govt	GTGBP10Y Govt	GTGBP30Y Govt	UKBRBASE Index	UKAPTARG Index	GTDEM2Y Govt	GTDEM5Y Govt	GTDEM10Y Govt	GTDEM30Y Govt	EURR002W Index	EBBSLONG Index	GTJPY2Y Govt	GTJPY5Y Govt	GTJPY10Y Govt	GTJPY20Y Govt	GTJPY30Y Govt	BOJDTR Index	BJACTOTL Index	GTAUD2Y Govt	GTAUD5Y Govt	GTAUD10Y Govt	GTAUD15Y Govt	RBATCTR Index
01/12/2023	454,2604	2100,11	176,7665	212,017	1128,382	210,1124	546,7225	275,3369	205,3906	158,0845	262,7776	226,8861	285,7808	179,6284	536,9001	650,7732	197,2679	259,9564	1465,69	547,1911	413,0341	329,3876	566,7061	2219,44	293,2	335,0998	3060,06	2941,07	2438,51	2225,71	2063,99	2398,54	1293,885	3113,96	3139,38	133,5009	252,1699	231,3323	241,0475	427,8968	135,7301	234,5092	232,2363	221,04	142,2743	156,3495	129,6809	426,8907	355,6572	337,842	232,0933	449,4141	216,7934	5,374	5,365	5,025	4,54	4,125	4,197	4,389	1,987	1,981	2,204	2,101	5,31	5,5	8,5	2,893	2,819	2,569	2,65	3,745	4,5136	4,0979	4,1364	4,6719	5,25	875	2,676	2,261	2,36	2,63	4,5	495,959	0,044	0,261	0,691	1,437	1,661	-0,1	755780,5	4,1587	4,1414	4,4927	4,7067	4,35
04/12/2023	453,9305	2094,49	176,5827	212,3071	1129,207	209,9695	546,4628	275,0264	205,2643	157,9534	262,3243	226,5976	285,4506	179,3619	536,9121	650,7914	197,2463	259,8718	1467,137	547,9426	413,5454	329,7221	565,4146	2214,12	293,24	333,6937	3053,02	2935,4	2432,79	2221,14	2056,55	2400,89	1294,36	3106,28	3128,68	133,5675	251,8354	231,7626	241,453	428,8831	135,7836	234,9465	231,8735	220,6389	142,404	156,8537	129,6772	425,919	354,1814	336,3824	231,7855	446,6627	217,1695	5,381	5,384	5,09	4,636	4,207	4,255	4,41	2,08	2,053	2,264	2,159	5,31	5,5	8,5	2,893	2,819	2,569	2,65	3,745	4,5937	4,1784	4,1907	4,7222	5,25	875	2,68	2,27	2,352	2,588	4,5	495,959	0,033	0,255	0,69	1,44	1,666	-0,1	755780,5	4,1175	4,0996	4,4468	4,6669	4,35
05/12/2023	455,8858	2106,59	176,454	213,9003	1134,656	210,8444	549,1534	276,5498	206,2757	158,717	263,6952	227,8551	287,0348	180,34	539,2837	654,1196	198,2561	261,1778	1470,684	549,358	414,6039	330,5393	568,4952	2227,81	293,3	335,5307	3072,31	2944,06	2447,85	2227,64	2066,55	2405,52	1297,047	3126,55	3189,67	133,6343	253,0359	233,3353	242,3491	429,6022	135,7956	236,8687	234,5778	223,5582	142,2259	157,0093	129,5131	426,7097	357,4136	338,3515	233,9105	445,557	218,9577	5,366	5,389	5,056	4,578	4,136	4,166	4,298	2,027	1,98	2,159	2,061	5,31	5,5	8,5	2,862	2,785	2,531	2,611	3,71	4,4928	4,0484	4,0217	4,5651	5,25	875	2,601	2,187	2,245	2,444	4,5	495,959	0,035	0,251	0,665	1,424	1,656	-0,1	755780,5	4,0817	4,0558	4,4128	4,6257	4,35
06/12/2023	456,9881	2113,73	176,8041	214,5344	1139,562	211,3601	550,7876	277,3952	206,8886	159,1724	264,4026	228,5511	287,9171	180,8721	540,7046	656,2703	198,9077	262,0092	1473,594	550,5923	415,5266	331,2467	570,3528	2235,26	293,34	335,9237	3083,85	2947,89	2456,36	2230,15	2073,4	2409,03	1300,354	3138,48	3229,99	134,1143	253,6349	233,8952	242,7141	430,3708	135,8184	237,5836	236,0512	225,1958	142,3748	157,3898	130,0512	426,656	358,9415	338,8223	234,3389	451,8255	219,6181	5,404	5,374	5,077	4,594	4,104	4,105	4,215	2,037	1,954	2,1	2,002	5,31	5,5	8,5	2,824	2,745	2,486	2,567	3,676	4,4769	3,9943	3,9401	4,4469	5,25	875	2,607	2,159	2,198	2,37	4,5	495,959	0,036	0,236	0,634	1,364	1,58	-0,1	755780,5	3,981	3,9352	4,2822	4,4894	4,35
07/12/2023	457,4425	2111,93	174,0748	214,6019	1139,121	211,5613	550,2328	277,206	206,6693	158,9969	264,1824	228,3842	287,7211	180,7325	541,8131	655,1063	198,5426	261,5178	1473,907	550,7874	415,6569	331,328	569,9467	2232,36	293,4	335,3206	3079,9	2947,22	2453,23	2229,71	2073,82	2410,85	1301,49	3134,21	3211,48	133,1363	253,4669	234,0659	242,8658	430,6512	135,8235	237,7399	235,7884	224,9099	142,1973	157,551	129,7814	426,727	358,6595	338,175	234,3438	450,3426	219,7852	5,395	5,356	5,055	4,597	4,136	4,15	4,257	2,077	1,998	2,147	2,045	5,31	5,5	8,5	2,806	2,727	2,466	2,542	3,655	4,499	4,0198	3,9641	4,4577	5,25	875	2,59	2,133	2,189	2,398	4,5	495,959	0,086	0,339	0,75	1,491	1,691	-0,1	755780,5	4,0215	3,9719	4,3381	4,5431	4,35
08/12/2023	455,5488	2103,25	174,2158	213,6438	1136,647	210,7052	548,4038	276,2311	205,9661	158,4478	263,1292	227,5629	286,7038	180,0738	539,2734	652,7356	197,8075	260,5361	1471,757	550,1599	415,1591	330,9094	567,7637	2221,9	293,48	335,0172	3067,45	2937,42	2442,43	2221,6	2066,85	2407,4	1301,107	3121,7	3185,62	132,6985	252,497	232,9802	242,0614	430,5632	135,8454	236,419	235,1078	224,1823	142,3266	157,7621	129,8378	425,8608	357,7136	337,9009	232,6455	449,8955	218,5515	5,384	5,387	5,128	4,722	4,24	4,227	4,305	2,105	2,006	2,139	2,031	5,31	5,5	8,5	2,81	2,731	2,469	2,546	3,661	4,5713	4,1027	4,0382	4,5241	5,25	875	2,689	2,23	2,275	2,465	4,5	495,959	0,08	0,348	0,76	1,535	1,732	-0,1	755780,5	4,0007	3,9548	4,295	4,5096	4,35
11/12/2023	454,3144	2103,46	175,1185	213,5516	1136,169	210,1429	548,2669	276,1895	205,8873	158,3511	262,9268	227,4995	286,6512	179,9822	536,9289	652,4005	197,6782	260,3074	1470,849	550,0457	415,0149	330,7222	567,794	2221,75	293,53	334,3832	3067,05	2938,28	2442,22	2222,18	2068,04	2405,98	1299,573	3121,47	3181,42	132,5793	252,1588	232,9235	242,0829	431,0734	135,8929	236,3414	234,0971	223,0742	141,7254	158,0969	129,0347	425,874	356,3055	337,2019	232,3824	447,3178	218,4546	5,391	5,399	5,126	4,71	4,247	4,234	4,328	2,134	2,035	2,19	2,087	5,31	5,5	8,5	2,83	2,751	2,488	2,566	3,687	4,5947	4,1383	4,0741	4,5458	5,25	875	2,705	2,231	2,269	2,456	4,5	495,959	0,083	0,342	0,757	1,522	1,742	-0,1	754337,7	4,0432	4,0019	4,3378	4,5473	4,35
12/12/2023	455,9018	2107,18	174,9217	214,1418	1137,611	210,8638	549,4386	276,9009	206,3199	158,6714	263,8157	228,0778	287,391	180,4252	539,2393	653,9747	198,1497	260,9075	1473,937	550,8596	415,6161	331,1759	568,7808	2224,62	293,57	334,1735	3076,08	2943,51	2446,98	2224,87	2070,77	2409,32	1299,333	3131,62	3190,56	132,9869	252,8898	233,4722	242,3201	431,4351	135,9161	237,0299	235,9276	224,989	141,9093	158,4869	129,1925	427,4277	357,043	336,9692	232,7739	448,3563	219,0948	5,389	5,367	5,131	4,732	4,221	4,202	4,308	2,153	2,04	2,205	2,102	5,31	5,5	8,5	2,826	2,746	2,484	2,562	3,687	4,5057	4,036	3,9635	4,4719	5,25	875	2,704	2,207	2,224	2,398	4,5	495,959	0,064	0,296	0,716	1,483	1,717	-0,1	754337,7	4,0335	3,9924	4,3258	4,5355	4,35
13/12/2023	459,7757	2134,79	174,965	215,0583	1145,763	212,622	553,8794	279,7859	207,995	159,9461	266,6422	230,468	290,4217	182,2999	543,2724	658,4883	199,522	262,6926	1482,355	553,9164	417,9281	332,9905	575,7578	2250,07	293,68	338,729	3118,4	2972,28	2477,12	2245,1	2102,84	2424,28	1301,795	3176,4	3261,5	133,6146	255,0505	234,3719	242,9917	431,9577	135,9346	238,0923	238,6163	227,8559	141,886	159,3557	129,249	433,7151	361,4009	341,6152	233,4568	449,7876	220,0855	5,384	5,31	4,907	4,429	3,971	4,017	4,176	1,859	1,835	2,053	1,961	5,31	5,5	8,5	2,796	2,716	2,45	2,528	3,66	4,3647	3,8787	3,8275	4,3314	5,25	875	2,65	2,161	2,171	2,344	4,5	495,959	0,05	0,268	0,687	1,427	1,65	-0,1	754337,7	4,0297	3,9771	4,2864	4,4934	4,35
14/12/2023	466,7879	2151,06	174,0202	216,1986	1160,63	215,8855	557,1476	282,234	209,1485	160,8419	270,5049	232,3815	292,8403	183,8309	552,8101	662,0256	200,5314	264,0317	1505,949	560,7307	422,9535	337,0073	580,366	2266,74	293,75	342,4096	3150,01	2987,96	2498,07	2254,36	2114,76	2454,32	1312,97	3209,48	3336,36	133,7778	258,6181	235,6255	244,5242	435,5982	135,9579	239,3991	239,7805	228,9462	144,0979	162,0073	131,9372	435,6523	365,1541	345,4527	235,4539	458,9497	221,3199	5,381	5,312	4,911	4,389	3,905	3,922	4,037	1,723	1,696	1,911	1,826	5,31	5,5	8,5	2,65	2,569	2,3	2,376	3,507	4,3266	3,8058	3,7838	4,2913	5,25	875	2,547	2,073	2,112	2,323	4,5	495,959	0,052	0,271	0,669	1,397	1,618	-0,1	754337,7	3,8584	3,7944	4,1327	4,3596	4,35
15/12/2023	466,6693	2148,64	174,2957	217,5712	1161,905	215,8221	557,7667	282,3543	209,4019	161,0048	270,147	232,5151	292,9997	183,8926	552,8287	663,1269	200,8815	264,4439	1504,899	561,1019	423,275	337,1971	579,8208	2265,76	293,84	341,9093	3146,43	2984,65	2496,28	2252,12	2109,93	2453,59	1316,046	3205,38	3341,51	133,5529	258,6119	236,9895	245,4751	436,6909	135,9781	240,9482	241,567	230,9116	144,4307	162,3873	131,8969	435,3741	366,141	344,9622	236,4814	457,8285	222,7575	5,385	5,327	4,957	4,446	3,91	3,912	4,01	1,734	1,695	1,903	1,82	5,31	5,5	8,5	2,622	2,539	2,266	2,337	3,466	4,2669	3,7242	3,6827	4,157	5,25	875	2,496	1,996	2,014	2,212	4,5	495,959	0,072	0,297	0,691	1,421	1,619	-0,1	754337,7	3,8812	3,8211	4,1387	4,3585	4,35
18/12/2023	465,2428	2143,77	175,0921	216,9767	1162,146	215,1921	557,1201	281,7883	209,1308	160,7663	269,5011	232,0177	292,439	183,4664	550,8992	662,716	200,7297	264,194	1505,361	561,3384	423,3963	337,2304	578,6884	2261,52	293,9	341,0126	3138,29	2982,15	2490,93	2250,46	2104,14	2454,06	1316,345	3196,51	3319,94	133,8194	257,9613	236,3311	245,0556	436,7677	136,0185	240,1946	241,8432	231,1995	144,0527	162,5149	131,6668	435,3034	365,9417	344,0036	235,836	457,1274	222,0284	5,387	5,342	4,958	4,447	3,932	3,933	4,045	1,75	1,724	1,941	1,858	5,31	5,5	8,5	2,622	2,539	2,266	2,337	3,466	4,2962	3,7392	3,691	4,1741	5,25	875	2,547	2,049	2,077	2,275	4,5	495,959	0,074	0,287	0,671	1,396	1,605	-0,1	754337,7	3,8039	3,735	4,0566	4,2697	4,35
19/12/2023	466,933	2146,91	175,7432	217,8956	1164,173	215,9846	558,3808	282,2264	209,5644	161,0778	270,4581	232,3275	292,8323	183,6843	553,0596	664,6132	201,2677	264,867	1510,13	562,4009	424,1159	337,7575	579,5543	2264,8	293,95	341,1257	3142,19	2984,69	2494,3	2252,28	2107,9	2459,79	1317,126	3200,46	3333,34	134,2138	259,074	237,3386	245,5343	437,0885	136,0401	241,5413	242,7772	232,1601	144,2172	162,4735	132,359	436,3608	367,0061	344,1256	237,4497	463,4857	223,2848	5,371	5,334	4,923	4,441	3,936	3,932	4,039	1,761	1,735	1,953	1,867	5,31	5,5	8,5	2,619	2,535	2,259	2,324	3,457	4,2646	3,6638	3,6481	4,1501	5,25	875	2,509	1,997	2,015	2,202	4,5	495,959	0,061	0,243	0,625	1,332	1,553	-0,1	754337,7	3,8553	3,7936	4,1109	4,3189	4,35
20/12/2023	468,5112	2154,51	176,5242	218,482	1167,03	216,6992	560,3764	283,0234	210,3059	161,6365	271,0949	232,9774	293,7004	184,186	555,2923	667,4275	202,1119	265,9589	1512,818	563,5829	424,9953	338,4356	581,5142	2273,3	294,01	342,5099	3151,33	2991,61	2502,76	2258,13	2116,28	2465,58	1318,83	3209,63	3358,52	135,2373	259,7907	238,0209	246,0336	437,5481	136,0582	242,3194	244,4497	233,8525	144,5864	162,8719	132,6849	437,2155	368,9373	345,5347	238,5892	463,3425	224,0092	5,386	5,305	4,885	4,333	3,845	3,848	3,986	1,676	1,651	1,901	1,818	5,31	5,5	8,5	2,6	2,515	2,234	2,294	3,43	4,0885	3,4987	3,5236	4,0669	5,25	875	2,466	1,949	1,969	2,149	4,5	495,959	0,044	0,191	0,548	1,249	1,488	-0,1	749109,5	3,7993	3,7337	4,0479	4,2521	4,35
21/12/2023	469,0643	2153,27	175,3039	218,6525	1167,025	216,9531	560,3038	282,8108	210,2613	161,5769	271,0074	232,7828	293,4859	184,0016	556,3057	667,1856	202,0224	265,8002	1514,641	564,1293	425,3699	338,6796	581,2468	2269,95	294,06	341,8342	3146,36	2991,4	2499,02	2257,6	2120,19	2468,32	1319,144	3204,08	3338,78	134,9654	259,8617	238,2903	246,3157	437,8113	136,0683	242,6346	244,843	234,2315	144,468	162,9265	132,6189	438,1637	368,0643	344,802	238,9771	463,5895	224,3522	5,375	5,3	4,85	4,348	3,876	3,889	4,032	1,704	1,691	1,949	1,864	5,31	5,5	8,5	2,598	2,512	2,23	2,288	3,424	4,044	3,4825	3,5251	4,083	5,25	875	2,446	1,926	1,963	2,167	4,5	495,959	0,04	0,211	0,577	1,284	1,515	-0,1	749109,5	3,7614	3,6975	4,0174	4,2263	4,35
22/12/2023	469,1249	2151,63	175,3067	218,8695	1166,866	216,9889	559,9236	282,6283	210,0994	161,4437	271,0413	232,6097	293,2537	183,855	556,2277	666,5633	201,8163	265,5147	1516,209	564,4656	425,5801	338,8262	580,87	2267,74	294,22	341,2979	3142,67	2991,04	2496,41	2257,28	2120,11	2470,13	1319,503	3200,11	3324,82	134,3904	260,0792	238,3613	246,4746	438,1456	136,0851	242,7182	245,3059	234,6842	144,7597	162,9893	132,9335	438,5883	367,8935	344,2335	239,048	464,509	224,4304	5,373	5,284	4,833	4,324	3,873	3,896	4,051	1,71	1,701	1,973	1,889	5,31	5,5	8,5	2,596	2,51	2,226	2,283	3,42	4,0304	3,4518	3,5032	4,0668	5,25	875	2,418	1,913	1,977	2,202	4,5	396,196	0,043	0,238	0,613	1,351	1,564	-0,1	749109,5	3,7528	3,6942	4,0086	4,2205	4,35
25/12/2023	469,1785	2151,63	175,3907	218,8695	1166,866	217,0126	560,0555	282,6406	210,1339	161,4523	271,0425	232,6105	293,264	183,8442	556,2962	666,7584	201,8573	265,532	1516,209	564,4796	425,5792	338,8115	580,87	2267,74	294,22	341,2979	3142,67	2991,04	2496,41	2257,28	2120,11	2470,13	1319,503	3200,11	3324,82	134,3857	260,1136	238,3613	246,4746	438,1456	136,0851	242,7182	245,3059	234,6842	144,8789	162,9893	132,9593	438,5883	367,8898	344,2335	239,048	464,3922	224,4304	5,373	5,284	4,833	4,324	3,873	3,896	4,051	1,71	1,701	1,973	1,889	5,31	5,5	8,5	2,596	2,51	2,226	2,283	3,42	4,0306	3,4519	3,5032	4,0668	5,25	875	2,418	1,913	1,977	2,202	4,5	396,196	0,043	0,234	0,614	1,351	1,584	-0,1	749109,5	3,7528	3,6942	4,0086	4,2205	4,35
26/12/2023	469,5732	2154,81	175,5243	218,8695	1167,436	217,1975	560,4274	282,9871	210,2435	161,5138	271,4803	232,8536	293,6215	184,0023	556,4793	666,9472	201,8898	265,5441	1517,56	564,8719	425,7929	338,9088	581,6759	2270,01	294,27	341,3829	3148,33	2994,44	2499,69	2258,79	2124,29	2472,94	1320,341	3206,39	3336	134,2144	260,4491	238,3613	246,4746	438,1456	136,0851	242,7182	245,3059	234,6842	145,1124	162,9893	133,2369	439,3533	367,9381	344,3167	239,048	465,3965	224,4304	5,372	5,271	4,812	4,356	3,889	3,898	4,046	1,731	1,713	1,982	1,898	5,31	5,5	8,5	2,596	2,51	2,226	2,283	3,42	4,0306	3,4519	3,5032	4,0668	5,25	875	2,418	1,913	1,977	2,202	4,5	396,196	0,04	0,237	0,626	1,371	1,593	-0,1	749109,5	3,7528	3,6942	4,0086	4,2205	4,35
27/12/2023	472,8184	2168,69	175,6672	219,5853	1171,45	218,6756	562,9962	284,6279	211,1438	162,1707	273,5879	234,1224	295,249	184,9606	560,3301	669,745	202,6793	266,5284	1523,861	566,453	426,866	339,6956	585,1861	2284,01	294,32	343,045	3171,1	3007,32	2516,09	2267,34	2137,75	2481,32	1321,523	3230,86	3391,05	134,5099	262,3164	239,2368	247,057	438,385	136,1728	243,7367	246,2658	235,6968	145,4774	163,1977	133,8474	440,6626	369,6503	346,0514	239,8485	467,9868	225,33	5,4	5,265	4,782	4,244	3,796	3,795	3,954	1,67	1,638	1,912	1,832	5,31	5,5	8,5	2,591	2,503	2,216	2,269	3,403	3,9547	3,3933	3,4319	4,0233	5,25	875	2,39	1,854	1,893	2,115	4,5	396,196	0,059	0,208	0,603	1,33	1,558	-0,1	749109,5	3,7143	3,6524	3,9712	4,1866	4,35
28/12/2023	472,7737	2162,21	175,3442	219,0913	1170,853	218,6461	562,0129	284,1705	210,7712	161,8255	273,1807	233,7413	294,7897	184,5817	560,773	668,608	202,3314	265,9786	1523,145	566,2001	426,6587	339,3996	583,621	2277,66	294,36	341,7434	3163,94	3003,35	2509,68	2263,71	2128,64	2479,35	1321,562	3223,34	3368,61	134,509	261,9877	238,7393	247,0087	438,5493	136,1864	242,9293	245,3373	234,6074	146,1535	163,2585	134,1799	440,192	367,8766	344,7117	238,5668	467,473	224,6116	5,384	5,269	4,802	4,278	3,839	3,845	3,995	1,721	1,682	1,947	1,865	5,31	5,5	8,5	2,591	2,503	2,216	2,269	3,403	3,9789	3,4403	3,4898	4,1126	5,25	875	2,369	1,882	1,943	2,176	4,5	396,196	0,045	0,194	0,589	1,35	1,578	-0,1	749109,5	3,6693	3,593	3,8922	4,1103	4,35
29/12/2023	471,3998	2162	175,3034	218,1441	1171,058	218,0316	561,1551	283,8351	210,4653	161,5765	272,4812	233,4885	294,4555	184,3654	558,6753	667,1168	201,8952	265,3848	1521,999	566,3302	426,7831	339,4584	583,5846	2277,09	294,53	341,8765	3161,95	3004,77	2508,69	2265,22	2129,96	2479,95	1321,872	3221,05	3354,28	134,2016	261,2258	237,5052	246,3011	438,8643	136,2402	241,3724	244,4359	233,5757	146,3332	163,3315	134,2024	440,3228	366,6947	344,7897	236,7494	467,3637	223,1343	5,344	5,256	4,773	4,251	3,848	3,88	4,029	1,711	1,709	1,987	1,903	5,31	5,5	8,5	2,591	2,503	2,216	2,269	3,403	3,9547	3,4525	3,5298	4,1382	5,25	875	2,392	1,942	2,021	2,26	4,5	396,196	0,044	0,203	0,608	1,382	1,627	-0,1	749109,5	3,7079	3,6356	3,955	4,1699	4,35
01/01/2024	471,3998	2162	175,3034	218,1441	1171,058	218,0316	561,1551	283,8351	210,4653	161,5765	272,4812	233,4885	294,4555	184,3654	558,6753	667,1168	201,8952	265,3848	1521,999	566,3302	426,7831	339,4584	583,5846	2277,09	294,53	341,8765	3161,95	3004,77	2508,69	2265,22	2129,96	2479,95	1321,872	3221,05	3354,28	134,2016	261,2258	237,5052	246,3011	438,8643	136,2402	241,3724	244,4359	233,5757	146,3332	163,3315	134,2024	440,3228	366,6963	344,7897	236,7494	467,5931	223,1343	5,344	5,256	4,773	4,251	3,848	3,88	4,029	1,711	1,709	1,987	1,903	5,31	5,5	8,5	2,591	2,503	2,216	2,269	3,403	3,9547	3,4526	3,5297	4,1382	5,25	875	2,392	1,942	2,021	2,26	4,5	396,196	0,044	0,203	0,608	1,382	1,627	-0,1	749963,3	3,7079	3,6356	3,955	4,1699	4,35
02/01/2024	467,7115	2150,99	175,238	217,5273	1166,21	216,3391	559,3174	282,5007	209,7472	161,0064	270,357	232,3536	293,0432	183,4483	554,1265	665,3193	201,3255	264,6048	1514,231	564,4934	425,3256	338,2608	580,7339	2267,91	294,56	340,9313	3142,27	2993,32	2496,43	2258,07	2117,62	2469,3	1320,976	3200,31	3324,92	134,2016	259,1473	237,0972	245,928	439,2054	136,2684	240,8952	242,2677	231,2178	145,0685	163,2138	132,9238	437,9655	364,6642	343,8537	236,3325	462,5983	222,6809	5,368	5,256	4,803	4,322	3,914	3,931	4,072	1,738	1,717	1,985	1,903	5,31	5,5	8,5	2,609	2,521	2,233	2,282	3,423	4,0396	3,5389	3,636	4,2675	5,25	875	2,446	1,99	2,066	2,308	4,5	396,196	0,044	0,203	0,608	1,382	1,627	-0,1	749963,3	3,7459	3,6679	3,9985	4,2143	4,35
03/01/2024	466,5538	2152,54	176,0151	217,5386	1160,888	215,7718	559,3748	282,2272	209,7561	161,0021	269,8085	232,1095	292,7562	183,2424	552,2591	665,5149	201,3738	264,6504	1505,897	561,7396	423,1918	336,5388	580,8595	2271,48	294,59	341,5125	3140,06	2991,8	2498,04	2259,08	2119,5	2458,49	1321,255	3197,92	3337,59	134,2016	258,7927	237,1783	245,5173	438,109	136,2785	241,06	241,1981	230,1332	144,5708	161,7155	132,2993	437,5246	364,27	344,443	235,9681	461,1809	222,8353	5,392	5,271	4,813	4,332	3,904	3,918	4,073	1,723	1,708	1,989	1,909	5,31	5,5	8,5	2,609	2,521	2,233	2,285	3,43	4,0843	3,5747	3,6366	4,2923	5,25	875	2,409	1,94	2,023	2,274	4,5	396,196	0,044	0,203	0,608	1,382	1,627	-0,1	749963,3	3,8162	3,7342	4,0471	4,2611	4,35
04/01/2024	465,0098	2141,1	176,6242	216,5828	1156,564	215,0812	557,3433	280,9665	208,9855	160,3986	268,9372	231,0649	291,4571	182,4029	550,43	663,4619	200,744	263,8034	1503,921	560,4921	422,2563	335,7663	577,976	2260,1	294,63	339,7355	3123,89	2983,67	2485,48	2252,95	2106,18	2453,13	1319,738	3180,82	3291,55	134,1817	258,0579	236,0008	244,5948	437,7339	136,2981	239,7149	240,5475	229,5128	144,5163	161,7037	132,2499	436,1208	362,2898	342,5853	234,4657	460,8863	221,6094	5,392	5,273	4,848	4,386	3,981	4,001	4,153	1,797	1,784	2,06	1,981	5,31	5,5	8,5	2,631	2,542	2,254	2,303	3,451	4,1793	3,6815	3,7243	4,3603	5,25	875	2,523	2,06	2,123	2,346	4,5	396,196	0,044	0,201	0,607	1,364	1,632	-0,1	749963,3	3,8144	3,7353	4,0508	4,2662	4,35
05/01/2024	464,8735	2136,02	176,34	216,3593	1154,05	215,0265	556,6131	280,306	208,7061	160,1751	268,5177	230,5159	290,7878	181,9597	550,6346	662,8136	200,542	263,5231	1503,272	559,9991	421,881	335,4509	576,683	2253,89	294,74	339,074	3115,1	2979,79	2478,63	2250,16	2103,16	2452,17	1317,997	3171,45	3262,67	134,4131	257,8155	235,6846	244,2547	436,9202	136,3055	239,4086	240,0547	229,0595	144,5452	161,4208	132,3917	435,8761	361,8504	341,8654	234,787	463,3956	221,3271	5,379	5,258	4,844	4,382	4,007	4,047	4,203	1,818	1,818	2,097	2,016	5,31	5,5	8,5	2,701	2,572	2,281	2,339	3,485	4,2251	3,751	3,785	4,3945	5,25	875	2,564	2,099	2,155	2,373	4,5	396,196	0,037	0,199	0,604	1,36	1,619	-0,1	749963,3	3,8756	3,8062	4,134	4,3463	4,35
08/01/2024	465,6133	2144,81	176,0885	216,3429	1153,476	215,3633	557,6739	281,1912	209,0803	160,4356	269,2808	231,2192	291,7005	182,4858	551,1921	663,6199	200,7627	263,7684	1505,216	560,7997	422,4332	335,8378	578,8355	2261,18	294,8	340,0771	3129,47	2986,63	2487,96	2254,57	2114,12	2459,98	1318,931	3187,46	3291,82	134,4131	258,2234	235,7168	244,2876	437,4137	136,366	239,4641	239,5996	228,5656	144,5493	161,6091	132,4153	437,9989	361,9192	342,9683	235,0895	463,0301	221,3547	5,387	5,256	4,841	4,377	3,988	4,031	4,195	1,803	1,806	2,075	1,999	5,31	5,5	8,5	2,701	2,572	2,281	2,339	3,485	4,1998	3,7244	3,7696	4,3848	5,25	875	2,544	2,071	2,135	2,363	4,5	396,196	0,037	0,199	0,604	1,36	1,619	-0,1	749963,3	3,9144	3,8423	4,1587	4,3737	4,35
09/01/2024	464,5124	2143,61	176,583	215,857	1152,011	214,8667	557,3905	281,2499	208,9547	160,326	268,9408	231,2436	291,7457	182,4886	549,6831	663,3074	200,651	263,6005	1504,474	561,0558	422,577	335,9197	578,561	2259,32	294,83	339,4669	3131,8	2988,7	2487,51	2255,32	2110,63	2463,69	1318,665	3190,32	3276,92	134,6025	257,5873	235,0256	243,9101	438,1024	136,3896	238,6584	239,5419	228,5056	144,5536	162,2111	132,1335	438,2986	361,2811	342,2982	234,4539	459,2241	220,6066	5,383	5,235	4,829	4,365	3,971	4,014	4,187	1,789	1,795	2,069	1,996	5,31	5,5	8,5	2,756	2,617	2,3	2,345	3,491	4,1989	3,7225	3,78	4,3895	5,25	875	2,598	2,131	2,187	2,413	4,5	396,196	0,024	0,188	0,585	1,338	1,6	-0,1	749963,3	3,8517	3,7762	4,1043	4,3186	4,35
10/01/2024	464,236	2141,73	177,3314	215,57	1154,838	214,7797	557,0304	281,1786	208,8199	160,2063	269,1894	231,1893	291,6799	182,4254	548,9259	662,8572	200,5136	263,3947	1510,695	562,8953	423,9877	337,006	578,2478	2256,39	294,88	339,1894	3131,45	2988,95	2485,51	2254,86	2108,24	2468,44	1318,489	3189,84	3260,74	134,6459	257,6797	234,7923	243,8038	439,7041	136,4031	238,394	239,3335	228,2494	144,4237	162,6073	132,2069	439,2972	360,6057	342,01	233,6898	460,0893	220,3599	5,383	5,253	4,825	4,36	3,974	4,029	4,205	1,792	1,809	2,081	2,012	5,31	5,5	8,5	2,79	2,645	2,311	2,345	3,491	4,2212	3,7495	3,8171	4,4132	5,25	875	2,645	2,168	2,21	2,416	4,5	396,196	0,019	0,186	0,579	1,326	1,584	-0,1	749018,1	3,8638	3,7877	4,1183	4,3383	4,35
